stock,quarter_end,eps,price,pe
CIEINDIA.NS,2024-09-30,5.15,540.42,104.9359
CIEINDIA.NS,2024-12-31,4.88,456.41,93.5266
CIEINDIA.NS,2025-03-31,5.44,386.02,70.9596
CIEINDIA.NS,2025-06-30,5.37,436.82,81.3445
CIEINDIA.NS,2025-09-30,5.64,397.14,70.4149
CIEINDIA.NS,2025-12-31,5.39,418.48,77.6401
CIEINDIA.NS,2026-03-31,6.57,438.69,66.7717
CIFL.NS,2023-03-31,-0.3,,
CIFL.NS,2023-06-30,0.27,,
CIFL.NS,2023-09-30,0.0,,
CIFL.NS,2023-12-31,0.01,,
CIFL.NS,2024-03-31,0.02,,
CIFL.NS,2024-06-30,-0.04,,
CIFL.NS,2024-09-30,0.08,,
CIFL.NS,2024-12-31,0.02,,
CIFL.NS,2025-03-31,-0.02,,
CIFL.NS,2025-06-30,-0.07,40.54,-579.1429
CIFL.NS,2025-09-30,1.15,34.56,30.0522
CIFL.NS,2025-12-31,-0.07,35.17,-502.4286
CIFL.NS,2026-03-31,-0.0,20.74,
CIPLA.NS,2023-03-31,6.51,868.24,133.3702
CIPLA.NS,2023-06-30,12.33,978.59,79.3666
CIPLA.NS,2023-09-30,14.01,1152.93,82.2934
CIPLA.NS,2023-12-31,13.08,1211.39,92.6139
CIPLA.NS,2024-03-31,11.63,1455.02,125.1092
CIPLA.NS,2024-06-30,14.58,1439.33,98.7195
CIPLA.NS,2024-09-30,16.13,1621.41,100.5214
CIPLA.NS,2024-12-31,19.45,1498.78,77.0581
CIPLA.NS,2025-03-31,15.13,1413.69,93.4362
CIPLA.NS,2025-06-30,16.06,1491.9,92.8954
CIPLA.NS,2025-09-30,16.73,1489.33,89.0215
CIPLA.NS,2025-12-31,8.37,1497.25,178.8829
CIPLA.NS,2026-03-31,6.87,1212.82,176.5386
CLEAN.NS,2023-03-31,7.58,1251.57,165.1148
CLEAN.NS,2023-06-30,5.55,1378.02,248.2919
CLEAN.NS,2023-09-30,4.91,1394.3,283.9715
CLEAN.NS,2023-12-31,5.89,1532.67,260.2156
CLEAN.NS,2024-03-31,6.61,1317.12,199.2617
CLEAN.NS,2024-06-30,6.2,1417.44,228.6194
CLEAN.NS,2024-09-30,5.53,1565.1,283.0199
CLEAN.NS,2024-12-31,6.18,1412.81,228.61
CLEAN.NS,2025-03-31,6.97,1160.5,166.4993
CLEAN.NS,2025-06-30,6.59,1457.0,221.0926
CLEAN.NS,2025-09-30,5.22,1095.89,209.9406
CLEAN.NS,2025-12-31,4.32,873.89,202.2894
CLEAN.NS,2026-03-31,5.48,656.4,119.781
CMSINFO.NS,2023-03-31,5.18,261.74,50.529
CMSINFO.NS,2023-06-30,5.46,347.74,63.6886
CMSINFO.NS,2023-09-30,5.39,335.32,62.2115
CMSINFO.NS,2023-12-31,5.56,366.44,65.9065
CMSINFO.NS,2024-03-31,5.62,376.64,67.0178
CMSINFO.NS,2024-06-30,5.58,479.48,85.9283
CMSINFO.NS,2024-09-30,5.57,581.15,104.3357
CMSINFO.NS,2024-12-31,5.67,476.47,84.0335
CMSINFO.NS,2025-03-31,5.94,451.6,76.0269
CMSINFO.NS,2025-06-30,5.69,496.19,87.2039
CMSINFO.NS,2025-09-30,4.46,370.04,82.9686
CMSINFO.NS,2025-12-31,3.49,336.58,96.4413
CMSINFO.NS,2026-03-31,4.8,265.6,55.3333
CNL.NS,2023-03-31,5.12,425.03,83.0137
CNL.NS,2023-06-30,4.67,493.12,105.5931
CNL.NS,2023-09-30,7.44,527.0,70.8333
CNL.NS,2023-12-31,8.22,754.45,91.7822
CNL.NS,2024-03-31,14.43,711.61,49.3146
CNL.NS,2024-06-30,6.44,748.51,116.2283
CNL.NS,2024-09-30,9.28,854.16,92.0431
CNL.NS,2024-12-31,11.99,927.1,77.3228
CNL.NS,2025-03-31,9.14,754.38,82.5361
CNL.NS,2025-06-30,6.78,679.59,100.2345
CNL.NS,2025-09-30,12.62,631.35,50.0277
CNL.NS,2025-12-31,15.56,726.45,46.687
CNL.NS,2026-03-31,11.85,528.15,44.5696
COALINDIA.NS,2023-03-31,11.16,174.5,15.6362
COALINDIA.NS,2023-06-30,17.08,188.67,11.0463
COALINDIA.NS,2023-09-30,13.06,245.34,18.7856
COALINDIA.NS,2023-12-31,16.64,326.82,19.6406
COALINDIA.NS,2024-03-31,13.91,381.67,27.4385
COALINDIA.NS,2024-06-30,17.78,416.0,23.3971
COALINDIA.NS,2024-09-30,10.21,453.02,44.3702
COALINDIA.NS,2024-12-31,13.8,353.7,25.6304
COALINDIA.NS,2025-03-31,15.58,372.04,23.8793
COALINDIA.NS,2025-06-30,14.19,366.2,25.8069
COALINDIA.NS,2025-09-30,7.07,374.71,53.0
COALINDIA.NS,2025-12-31,11.61,393.79,33.9182
COALINDIA.NS,2026-03-31,17.59,450.45,25.6083
COCHINSHIP.NS,2023-03-31,1.5,231.5,154.3333
COCHINSHIP.NS,2023-06-30,3.75,275.32,73.4187
COCHINSHIP.NS,2023-09-30,6.9,529.57,76.7493
COCHINSHIP.NS,2023-12-31,9.29,665.62,71.6491
COCHINSHIP.NS,2024-03-31,9.84,860.59,87.4583
COCHINSHIP.NS,2024-06-30,6.62,2186.66,330.3112
COCHINSHIP.NS,2024-09-30,7.18,1720.06,239.5627
COCHINSHIP.NS,2024-12-31,6.73,1525.5,226.6716
COCHINSHIP.NS,2025-03-31,10.92,1399.47,128.1566
COCHINSHIP.NS,2025-06-30,7.14,2053.43,287.5952
COCHINSHIP.NS,2025-09-30,4.09,1781.31,435.5281
COCHINSHIP.NS,2025-12-31,5.5,1616.35,293.8818
COCHINSHIP.NS,2026-03-31,10.51,1193.1,113.5205
COFFEEDAY.NS,2023-03-31,1.58,28.55,18.0696
COFFEEDAY.NS,2023-06-30,0.97,39.4,40.6186
COFFEEDAY.NS,2023-09-30,-5.19,50.65,-9.7592
COFFEEDAY.NS,2023-12-31,3.28,63.9,19.4817
COFFEEDAY.NS,2024-03-31,-14.33,49.65,-3.4648
COFFEEDAY.NS,2024-06-30,-0.54,55.32,-102.4444
COFFEEDAY.NS,2024-09-30,-0.16,38.32,-239.5
COFFEEDAY.NS,2024-12-31,-0.49,22.62,-46.1633
COFFEEDAY.NS,2025-03-31,-1.56,28.32,-18.1538
COFFEEDAY.NS,2025-06-30,1.33,37.45,28.1579
COFFEEDAY.NS,2025-09-30,-0.59,41.22,-69.8644
COFFEEDAY.NS,2025-12-31,2.62,36.21,13.8206
COFFEEDAY.NS,2026-03-31,6.25,21.12,3.3792
COFORGE.NS,2023-03-31,3.76,735.33,195.5665
COFORGE.NS,2023-06-30,5.41,912.51,168.671
COFORGE.NS,2023-09-30,5.88,992.62,168.8129
COFORGE.NS,2023-12-31,7.71,1224.76,158.8534
COFORGE.NS,2024-03-31,7.24,1077.26,148.7928
COFORGE.NS,2024-06-30,3.99,1073.19,268.9699
COFORGE.NS,2024-09-30,6.06,1383.6,228.3168
COFORGE.NS,2024-12-31,6.45,1910.46,296.1953
COFORGE.NS,2025-03-31,7.81,1606.76,205.7311
COFORGE.NS,2025-06-30,9.49,1911.28,201.3994
COFORGE.NS,2025-09-30,11.23,1583.7,141.024
COFORGE.NS,2025-12-31,7.47,1659.04,222.0937
COFORGE.NS,2026-03-31,18.23,1114.7,61.1465
COHANCE.NS,2023-03-31,4.87,472.4,97.0021
COHANCE.NS,2023-06-30,4.74,485.85,102.5
COHANCE.NS,2023-09-30,3.13,561.35,179.345
COHANCE.NS,2023-12-31,1.84,722.8,392.8261
COHANCE.NS,2024-03-31,2.1,677.1,322.4286
COHANCE.NS,2024-06-30,2.96,804.0,271.6216
COHANCE.NS,2024-09-30,5.44,1173.0,215.625
COHANCE.NS,2024-12-31,6.01,1138.75,189.4759
COHANCE.NS,2025-03-31,4.73,1151.0,243.3404
COHANCE.NS,2025-06-30,1.28,967.9,756.1719
COHANCE.NS,2025-09-30,1.94,879.1,453.1443
COHANCE.NS,2025-12-31,0.96,528.6,550.625
COHANCE.NS,2026-03-31,0.51,301.45,591.0784
COMSYN.NS,2023-03-31,0.6,,
COMSYN.NS,2023-06-30,0.64,,
COMSYN.NS,2023-09-30,0.59,,
COMSYN.NS,2023-12-31,-0.06,,
COMSYN.NS,2024-03-31,0.81,62.89,77.642
COMSYN.NS,2024-06-30,0.48,76.2,158.75
COMSYN.NS,2024-09-30,0.9,62.96,69.9556
COMSYN.NS,2024-12-31,0.88,79.35,90.1705
COMSYN.NS,2025-03-31,2.02,75.25,37.2525
COMSYN.NS,2025-06-30,1.39,133.99,96.3957
COMSYN.NS,2025-09-30,2.11,154.96,73.4408
COMSYN.NS,2025-12-31,1.5,144.44,96.2933
COMSYN.NS,2026-03-31,1.57,153.0,97.4522
CONCOR.NS,2023-03-31,3.66,556.79,152.1284
CONCOR.NS,2023-06-30,3.22,635.04,197.2174
CONCOR.NS,2023-09-30,4.82,690.45,143.2469
CONCOR.NS,2023-12-31,4.34,831.38,191.5622
CONCOR.NS,2024-03-31,4.16,856.02,205.774
CONCOR.NS,2024-06-30,3.39,1011.58,298.4012
CONCOR.NS,2024-09-30,4.8,894.53,186.3604
CONCOR.NS,2024-12-31,4.81,770.13,160.1102
CONCOR.NS,2025-03-31,3.94,543.86,138.0355
CONCOR.NS,2025-06-30,3.5,598.98,171.1371
CONCOR.NS,2025-09-30,4.97,519.67,104.5614
CONCOR.NS,2025-12-31,4.38,521.45,119.0525
CONCOR.NS,2026-03-31,3.45,425.3,123.2754
CONCORDBIO.NS,2023-03-31,8.75,,
CONCORDBIO.NS,2023-06-30,5.21,,
CONCORDBIO.NS,2023-09-30,7.74,1071.13,138.3889
CONCORDBIO.NS,2023-12-31,7.41,1454.33,196.2659
CONCORDBIO.NS,2024-03-31,9.08,1502.75,165.5011
CONCORDBIO.NS,2024-06-30,5.7,1539.23,270.0404
CONCORDBIO.NS,2024-09-30,9.15,2019.67,220.729
CONCORDBIO.NS,2024-12-31,7.26,2196.74,302.5813
CONCORDBIO.NS,2025-03-31,13.42,1669.95,124.4374
CONCORDBIO.NS,2025-06-30,4.21,1827.94,434.19
CONCORDBIO.NS,2025-09-30,6.08,1647.7,271.0033
CONCORDBIO.NS,2025-12-31,6.16,1345.6,218.4416
CONCORDBIO.NS,2026-03-31,8.49,1018.4,119.9529
CONFIPET.NS,2023-03-31,0.68,60.63,89.1618
CONFIPET.NS,2023-06-30,1.12,79.7,71.1607
CONFIPET.NS,2023-09-30,0.94,85.97,91.4574
CONFIPET.NS,2023-12-31,0.96,89.31,93.0312
CONFIPET.NS,2024-03-31,0.31,83.78,270.2581
CONFIPET.NS,2024-06-30,0.45,81.24,180.5333
CONFIPET.NS,2024-09-30,0.53,86.1,162.4528
CONFIPET.NS,2024-12-31,0.92,69.82,75.8913
CONFIPET.NS,2025-03-31,0.69,46.82,67.8551
CONFIPET.NS,2025-06-30,0.61,52.1,85.4098
CONFIPET.NS,2025-09-30,0.61,45.06,73.8689
CONFIPET.NS,2025-12-31,0.63,36.55,58.0159
CONFIPET.NS,2026-03-31,0.94,37.49,39.883
CONSOFINVT.NS,2018-12-31,4.97,48.87,9.833
CONSOFINVT.NS,2019-03-31,-60.4,48.03,-0.7952
CONSOFINVT.NS,2019-06-30,9.47,41.46,4.378
CONSOFINVT.NS,2019-09-30,12.88,36.84,2.8602
CONSOFINVT.NS,2019-12-31,10.13,37.14,3.6663
CONSOFINVT.NS,2020-03-31,5.33,22.27,4.1782
CONSOFINVT.NS,2020-06-30,13.74,30.13,2.1929
CONSOFINVT.NS,2020-09-30,23.0,31.22,1.3574
CONSOFINVT.NS,2020-12-31,15.85,41.76,2.6347
CONSOFINVT.NS,2021-03-31,78.79,56.83,0.7213
CONSOFINVT.NS,2021-06-30,20.61,96.6,4.687
CONSOFINVT.NS,2021-09-30,16.22,139.7,8.6128
CONSOFINVT.NS,2021-12-31,17.37,149.94,8.6321
CONTROLPR.NS,2023-03-31,9.71,501.99,51.6982
CONTROLPR.NS,2023-06-30,8.81,625.1,70.9535
CONTROLPR.NS,2023-09-30,8.99,734.64,81.7175
CONTROLPR.NS,2023-12-31,8.33,972.96,116.8019
CONTROLPR.NS,2024-03-31,8.14,906.67,111.3845
CONTROLPR.NS,2024-06-30,7.29,850.46,116.6612
CONTROLPR.NS,2024-09-30,8.62,823.59,95.5441
CONTROLPR.NS,2024-12-31,5.17,725.31,140.2921
CONTROLPR.NS,2025-03-31,41.67,624.98,14.9983
CONTROLPR.NS,2025-06-30,5.21,814.51,156.3359
CONTROLPR.NS,2025-09-30,11.62,776.25,66.8029
CONTROLPR.NS,2025-12-31,3.29,687.85,209.0729
CONTROLPR.NS,2026-03-31,7.0,524.5,74.9286
COROMANDEL.NS,2023-03-31,8.38,860.93,102.7363
COROMANDEL.NS,2023-06-30,16.8,928.64,55.2762
COROMANDEL.NS,2023-09-30,25.71,1129.66,43.9385
COROMANDEL.NS,2023-12-31,7.85,1233.48,157.1312
COROMANDEL.NS,2024-03-31,5.45,1059.45,194.3945
COROMANDEL.NS,2024-06-30,10.56,1577.62,149.3958
COROMANDEL.NS,2024-09-30,22.55,1656.45,73.4568
COROMANDEL.NS,2024-12-31,17.37,1859.52,107.0535
COROMANDEL.NS,2025-03-31,19.67,1966.85,99.9924
COROMANDEL.NS,2025-06-30,17.13,2485.92,145.1208
COROMANDEL.NS,2025-09-30,27.31,2239.57,82.0055
COROMANDEL.NS,2025-12-31,17.15,2257.5,131.6327
COROMANDEL.NS,2026-03-31,4.74,1909.8,402.9114
COSMOFIRST.NS,2023-03-31,12.12,578.44,47.7261
COSMOFIRST.NS,2023-06-30,5.3,694.7,131.0755
COSMOFIRST.NS,2023-09-30,8.21,680.85,82.9294
COSMOFIRST.NS,2023-12-31,4.33,605.54,139.8476
COSMOFIRST.NS,2024-03-31,5.86,497.17,84.8413
COSMOFIRST.NS,2024-06-30,11.79,781.32,66.2697
COSMOFIRST.NS,2024-09-30,17.43,784.38,45.0017
COSMOFIRST.NS,2024-12-31,11.26,915.34,81.2913
COSMOFIRST.NS,2025-03-31,10.32,613.12,59.4109
COSMOFIRST.NS,2025-06-30,16.33,1159.68,71.0153
COSMOFIRST.NS,2025-09-30,17.79,848.05,47.67
COSMOFIRST.NS,2025-12-31,11.24,687.4,61.1566
COSMOFIRST.NS,2026-03-31,14.06,595.45,42.3506
CPPLUS.NS,2024-06-30,2.2,,
CPPLUS.NS,2024-09-30,21.28,,
CPPLUS.NS,2024-12-31,3.66,,
CPPLUS.NS,2025-03-31,5.01,,
CPPLUS.NS,2025-06-30,2.99,,
CPPLUS.NS,2025-09-30,5.97,1319.3,220.9883
CPPLUS.NS,2025-12-31,8.17,1490.3,182.4113
CPPLUS.NS,2026-03-31,14.36,1798.3,125.2298
CRAFTSMAN.NS,2023-03-31,36.76,3235.2,88.0087
CRAFTSMAN.NS,2023-06-30,35.25,4012.93,113.842
CRAFTSMAN.NS,2023-09-30,44.75,4619.72,103.234
CRAFTSMAN.NS,2023-12-31,34.61,5387.9,155.6747
CRAFTSMAN.NS,2024-03-31,29.5,4300.25,145.7712
CRAFTSMAN.NS,2024-06-30,22.3,5536.88,248.2906
CRAFTSMAN.NS,2024-09-30,25.86,6469.15,250.1605
CRAFTSMAN.NS,2024-12-31,5.42,5380.56,992.7232
CRAFTSMAN.NS,2025-03-31,27.99,4873.19,174.1047
CRAFTSMAN.NS,2025-06-30,29.18,5565.81,190.7406
CRAFTSMAN.NS,2025-09-30,38.09,6793.5,178.3539
CRAFTSMAN.NS,2025-12-31,44.9,7689.5,171.2584
CRAFTSMAN.NS,2026-03-31,48.8,6977.0,142.9713
CREDITACC.NS,2023-03-31,18.98,908.0,47.8398
CREDITACC.NS,2023-06-30,22.3,1237.83,55.5081
CREDITACC.NS,2023-09-30,21.81,1305.15,59.8418
CREDITACC.NS,2023-12-31,22.2,1583.99,71.3509
CREDITACC.NS,2024-03-31,24.91,1430.06,57.4091
CREDITACC.NS,2024-06-30,24.95,1311.7,52.5731
CREDITACC.NS,2024-09-30,11.67,1197.6,102.6221
CREDITACC.NS,2024-12-31,-6.24,886.55,-142.0753
CREDITACC.NS,2025-03-31,2.96,951.95,321.6047
CREDITACC.NS,2025-06-30,3.77,1209.7,320.8753
CREDITACC.NS,2025-09-30,7.87,1353.2,171.9441
CREDITACC.NS,2025-12-31,15.75,1273.6,80.8635
CREDITACC.NS,2026-03-31,21.2,1158.0,54.6226
CREST.NS,2023-03-31,4.3,158.05,36.7558
CREST.NS,2023-06-30,2.06,231.08,112.1748
CREST.NS,2023-09-30,11.31,228.65,20.2166
CREST.NS,2023-12-31,4.32,286.96,66.4259
CREST.NS,2024-03-31,4.13,372.95,90.3027
CREST.NS,2024-06-30,17.31,377.63,21.8157
CREST.NS,2024-09-30,6.02,533.29,88.5864
CREST.NS,2024-12-31,5.06,425.03,83.998
CREST.NS,2025-03-31,2.72,373.06,137.1544
CREST.NS,2025-06-30,8.85,387.82,43.8215
CREST.NS,2025-09-30,1.31,361.8,276.1832
CREST.NS,2025-12-31,3.37,385.15,114.2878
CREST.NS,2026-03-31,2.93,324.85,110.8703
CRISIL.NS,2023-03-31,19.94,3090.01,154.9654
CRISIL.NS,2023-06-30,20.6,3754.27,182.2461
CRISIL.NS,2023-09-30,20.79,3782.45,181.936
CRISIL.NS,2023-12-31,28.74,4191.01,145.825
CRISIL.NS,2024-03-31,18.84,4925.38,261.4321
CRISIL.NS,2024-06-30,20.53,4138.96,201.6055
CRISIL.NS,2024-09-30,23.46,4546.95,193.8171
CRISIL.NS,2024-12-31,30.72,6506.97,211.8154
CRISIL.NS,2025-03-31,21.86,4087.11,186.9675
CRISIL.NS,2025-06-30,23.46,5962.17,254.1419
CRISIL.NS,2025-09-30,26.41,4380.75,165.8747
CRISIL.NS,2025-12-31,33.02,4281.0,129.6487
CRISIL.NS,2026-03-31,31.9,3725.86,116.7981
CRIZAC.NS,2024-06-30,2.37,,
CRIZAC.NS,2024-09-30,1.16,,
CRIZAC.NS,2024-12-31,2.47,,
CRIZAC.NS,2025-03-31,2.85,,
CRIZAC.NS,2025-06-30,2.62,,
CRIZAC.NS,2025-09-30,2.76,285.12,103.3043
CRIZAC.NS,2025-12-31,2.85,274.57,96.3404
CRIZAC.NS,2026-03-31,4.29,176.91,41.2378
CROMPTON.NS,2023-03-31,2.06,285.39,138.5388
CROMPTON.NS,2023-06-30,1.85,282.03,152.4486
CROMPTON.NS,2023-09-30,1.52,304.96,200.6316
CROMPTON.NS,2023-12-31,1.34,306.0,228.3582
CROMPTON.NS,2024-03-31,2.15,263.28,122.4558
CROMPTON.NS,2024-06-30,2.36,398.91,169.0297
CROMPTON.NS,2024-09-30,1.94,412.58,212.6701
CROMPTON.NS,2024-12-31,1.71,392.31,229.4211
CROMPTON.NS,2025-03-31,2.63,350.83,133.3954
CROMPTON.NS,2025-06-30,1.9,352.02,185.2737
CROMPTON.NS,2025-09-30,1.11,291.3,262.4324
CROMPTON.NS,2025-12-31,1.53,252.25,164.8693
CROMPTON.NS,2026-03-31,-8.29,223.6,-26.9723
CUMMINSIND.NS,2023-03-31,12.59,1566.79,124.4472
CUMMINSIND.NS,2023-06-30,12.76,1868.2,146.4107
CUMMINSIND.NS,2023-09-30,11.87,1642.02,138.3336
CUMMINSIND.NS,2023-12-31,18.0,1901.1,105.6167
CUMMINSIND.NS,2024-03-31,19.44,2930.11,150.7258
CUMMINSIND.NS,2024-06-30,16.69,3866.38,231.6585
CUMMINSIND.NS,2024-09-30,16.21,3729.3,230.0617
CUMMINSIND.NS,2024-12-31,20.15,3207.98,159.205
CUMMINSIND.NS,2025-03-31,19.1,3009.65,157.5733
CUMMINSIND.NS,2025-06-30,21.79,3352.39,153.8499
CUMMINSIND.NS,2025-09-30,22.45,3908.73,174.1082
CUMMINSIND.NS,2025-12-31,17.53,4414.33,251.8157
CUMMINSIND.NS,2026-03-31,23.43,4500.1,192.0657
CUPID.NS,2021-06-30,0.04,2.14,53.5
CUPID.NS,2021-09-30,0.03,2.22,74.0
CUPID.NS,2021-12-31,0.02,2.16,108.0
CUPID.NS,2023-12-31,0.07,11.2,160.0
CUPID.NS,2024-03-31,0.18,24.23,134.6111
CUPID.NS,2024-06-30,0.06,18.2,303.3333
CUPID.NS,2024-09-30,0.07,16.51,235.8571
CUPID.NS,2024-12-31,0.08,15.14,189.25
CUPID.NS,2025-03-31,0.09,12.53,139.2222
CUPID.NS,2025-06-30,0.11,21.5,195.4545
CUPID.NS,2025-09-30,0.18,42.99,238.8333
CUPID.NS,2025-12-31,0.24,103.62,431.75
CUPID.NS,2026-03-31,0.27,83.1,307.7778
CYIENT.NS,2023-03-31,14.76,937.82,63.5379
CYIENT.NS,2023-06-30,15.2,1430.62,94.1197
CYIENT.NS,2023-09-30,16.1,1615.17,100.3211
CYIENT.NS,2023-12-31,13.28,2202.7,165.866
CYIENT.NS,2024-03-31,17.06,1917.61,112.4039
CYIENT.NS,2024-06-30,12.97,1781.69,137.3701
CYIENT.NS,2024-09-30,16.14,1824.12,113.0186
CYIENT.NS,2024-12-31,11.02,1793.52,162.7514
CYIENT.NS,2025-03-31,15.35,1234.73,80.4384
CYIENT.NS,2025-06-30,13.85,1257.86,90.8202
CYIENT.NS,2025-09-30,11.48,1131.06,98.5244
CYIENT.NS,2025-12-31,8.26,1117.8,135.3269
CYIENT.NS,2026-03-31,4.93,752.85,152.7079
CYIENTDLM.NS,2023-03-31,2.38,,
CYIENTDLM.NS,2023-06-30,0.94,,
CYIENTDLM.NS,2023-09-30,1.85,720.6,389.5135
CYIENTDLM.NS,2023-12-31,2.33,674.75,289.5923
CYIENTDLM.NS,2024-03-31,2.87,720.4,251.0105
CYIENTDLM.NS,2024-06-30,1.34,747.25,557.6493
CYIENTDLM.NS,2024-09-30,1.95,669.0,343.0769
CYIENTDLM.NS,2024-12-31,1.39,669.6,481.7266
CYIENTDLM.NS,2025-03-31,3.91,457.65,117.046
CYIENTDLM.NS,2025-06-30,0.94,474.7,505.0
CYIENTDLM.NS,2025-09-30,4.05,421.65,104.1111
CYIENTDLM.NS,2025-12-31,1.41,415.75,294.8582
CYIENTDLM.NS,2026-03-31,2.83,272.3,96.2191
DABUR.NS,2023-03-31,1.7,526.42,309.6588
DABUR.NS,2023-06-30,2.62,553.52,211.2672
DABUR.NS,2023-09-30,2.91,535.39,183.9828
DABUR.NS,2023-12-31,2.9,543.62,187.4552
DABUR.NS,2024-03-31,1.97,510.4,259.0863
DABUR.NS,2024-06-30,2.82,586.06,207.8227
DABUR.NS,2024-09-30,2.4,612.57,255.2375
DABUR.NS,2024-12-31,2.95,499.33,169.2644
DABUR.NS,2025-03-31,1.81,498.84,275.6022
DABUR.NS,2025-06-30,2.9,477.91,164.7966
DABUR.NS,2025-09-30,2.55,488.72,191.6549
DABUR.NS,2025-12-31,3.16,503.6,159.3671
DABUR.NS,2026-03-31,2.08,410.45,197.3317
DALBHARAT.NS,2023-03-31,31.42,1936.61,61.6362
DALBHARAT.NS,2023-06-30,6.93,2136.24,308.2597
DALBHARAT.NS,2023-09-30,6.29,2371.09,376.9618
DALBHARAT.NS,2023-12-31,14.02,2247.8,160.3281
DALBHARAT.NS,2024-03-31,16.8,1918.76,114.2119
DALBHARAT.NS,2024-06-30,7.52,1796.37,238.879
DALBHARAT.NS,2024-09-30,2.45,1914.99,781.6286
DALBHARAT.NS,2024-12-31,3.25,1754.47,539.8369
DALBHARAT.NS,2025-03-31,23.19,1808.38,77.981
DALBHARAT.NS,2025-06-30,20.95,2197.02,104.8697
DALBHARAT.NS,2025-09-30,12.58,2216.53,176.1948
DALBHARAT.NS,2025-12-31,6.5,2124.67,326.8723
DALBHARAT.NS,2026-03-31,20.63,1774.0,85.9913
DALMIASUG.NS,2022-12-31,8.02,360.68,44.9726
DALMIASUG.NS,2023-03-31,15.35,322.46,21.0072
DALMIASUG.NS,2023-06-30,7.58,354.9,46.8206
DALMIASUG.NS,2023-09-30,6.79,431.22,63.5081
DALMIASUG.NS,2023-12-31,8.02,394.82,49.2294
DALMIASUG.NS,2024-03-31,11.29,328.58,29.1036
DALMIASUG.NS,2024-06-30,6.77,396.25,58.5303
DALMIASUG.NS,2024-09-30,8.18,525.68,64.2641
DALMIASUG.NS,2024-12-31,7.33,351.96,48.0164
DALMIASUG.NS,2025-03-31,24.57,354.42,14.4249
DALMIASUG.NS,2025-09-30,2.88,344.37,119.5729
DALMIASUG.NS,2025-12-31,8.61,295.59,34.331
DALMIASUG.NS,2026-03-31,12.91,394.35,30.5461
DATAMATICS.NS,2023-03-31,10.13,278.0,27.4432
DATAMATICS.NS,2023-06-30,9.34,546.02,58.4604
DATAMATICS.NS,2023-09-30,8.35,595.64,71.3341
DATAMATICS.NS,2023-12-31,7.0,714.7,102.1
DATAMATICS.NS,2024-03-31,8.9,525.77,59.0753
DATAMATICS.NS,2024-06-30,7.37,611.13,82.9213
DATAMATICS.NS,2024-09-30,7.18,605.96,84.3955
DATAMATICS.NS,2024-12-31,12.57,635.0,50.5171
DATAMATICS.NS,2025-03-31,7.59,638.14,84.0764
DATAMATICS.NS,2025-06-30,8.52,622.67,73.0833
DATAMATICS.NS,2025-09-30,10.7,837.9,78.3084
DATAMATICS.NS,2025-12-31,6.16,809.75,131.4529
DATAMATICS.NS,2026-03-31,7.48,637.25,85.1939
DBCORP.NS,2023-03-31,2.31,85.48,37.0043
DBCORP.NS,2023-06-30,4.42,126.63,28.6493
DBCORP.NS,2023-09-30,5.63,233.04,41.3925
DBCORP.NS,2023-12-31,6.96,244.82,35.1753
DBCORP.NS,2024-03-31,6.88,241.15,35.0509
DBCORP.NS,2024-06-30,6.62,298.04,45.0211
DBCORP.NS,2024-09-30,4.63,327.18,70.6652
DBCORP.NS,2024-12-31,6.63,294.54,44.4253
DBCORP.NS,2025-03-31,2.94,225.57,76.7245
DBCORP.NS,2025-06-30,4.54,277.48,61.1189
DBCORP.NS,2025-09-30,5.24,267.16,50.9847
DBCORP.NS,2025-12-31,5.36,260.66,48.6306
DBCORP.NS,2026-03-31,3.49,185.96,53.2837
DBL.NS,2023-03-31,-5.0,168.18,-33.636
DBL.NS,2023-06-30,0.87,237.19,272.6322
DBL.NS,2023-09-30,4.69,310.12,66.1237
DBL.NS,2023-12-31,7.34,383.18,52.2044
DBL.NS,2024-03-31,0.37,455.1,1230.0
DBL.NS,2024-06-30,8.17,522.38,63.9388
DBL.NS,2024-09-30,16.09,526.87,32.7452
DBL.NS,2024-12-31,7.88,449.43,57.0343
DBL.NS,2025-03-31,11.68,474.88,40.6575
DBL.NS,2025-06-30,14.1,509.7,36.1489
DBL.NS,2025-09-30,11.17,472.7,42.3187
DBL.NS,2025-12-31,51.09,476.8,9.3326
DBL.NS,2026-03-31,3.82,387.2,101.3613
DBOL.NS,2023-03-31,12.08,135.95,11.2541
DBOL.NS,2023-06-30,1.91,165.51,86.6545
DBOL.NS,2023-09-30,0.01,170.15,17015.0
DBOL.NS,2023-12-31,-0.85,148.04,-174.1647
DBOL.NS,2024-03-31,5.94,111.55,18.7795
DBOL.NS,2024-06-30,0.02,140.23,7011.5
DBOL.NS,2024-09-30,-3.52,157.55,-44.7585
DBOL.NS,2024-12-31,-1.03,111.97,-108.7087
DBOL.NS,2025-03-31,6.75,65.09,9.643
DBOL.NS,2025-06-30,-3.31,83.61,-25.2598
DBOL.NS,2025-09-30,-2.41,81.28,-33.7261
DBOL.NS,2025-12-31,2.55,79.17,31.0471
DBOL.NS,2026-03-31,6.97,116.1,16.6571
DBREALTY.NS,2023-03-31,-1.47,64.5,-43.8776
DBREALTY.NS,2023-06-30,-0.64,73.1,-114.2187
DBREALTY.NS,2023-09-30,17.63,162.3,9.2059
DBREALTY.NS,2023-12-31,9.26,185.6,20.0432
