stock,qtr,eps,price,pe
HDIL.NS,2018-12-31,0.43,26.299999237060547,61.16278892339662
HDIL.NS,2019-03-31,0.16,25.799999237060547,161.24999523162842
HDIL.NS,2019-06-30,0.17,16.850000381469727,99.11764930276308
HEADSUP.NS,2024-06-30,-0.1,11.710000038146973,
HEADSUP.NS,2025-03-31,0.5,10.180000305175781,20.360000610351562
HEADSUP.NS,2025-06-30,1.32,9.770000457763672,7.401515498305812
HEADSUP.NS,2025-12-31,-0.28,9.220000267028809,
HECPROJECT.NS,2022-12-31,0.04,57.54999923706055,1438.7499809265137
HECPROJECT.NS,2023-03-31,0.45,29.049999237060547,64.55555386013455
HECPROJECT.NS,2023-06-30,0.2,37.29999923706055,186.49999618530273
HECPROJECT.NS,2023-09-30,0.63,46.25,73.41269841269842
HECPROJECT.NS,2023-12-31,3.73,91.05000305175781,24.410188485725953
HECPROJECT.NS,2024-03-31,0.26,68.05000305175781,261.73078096829926
HECPROJECT.NS,2024-06-30,0.83,116.43000030517578,140.2771088014166
HECPROJECT.NS,2024-09-30,1.21,103.16999816894531,85.26446129664902
HECPROJECT.NS,2024-12-31,1.41,117.94999694824219,83.6524801051363
HECPROJECT.NS,2025-03-31,5.23,88.86000061035156,16.99043988725651
HECPROJECT.NS,2025-06-30,1.23,172.27999877929688,140.06503965796495
HECPROJECT.NS,2025-09-30,2.06,151.61000061035156,73.59708767492793
HECPROJECT.NS,2025-12-31,2.69,122.05000305175781,45.37174834637837
HEG.NS,2022-12-31,5.42,198.3904571533203,36.60340537884139
HEG.NS,2023-03-31,5.17,177.2777099609375,34.28969244892408
HEG.NS,2023-06-30,7.21,313.91845703125,43.5393144287448
HEG.NS,2023-09-30,4.97,339.9173278808594,68.39382854745662
HEG.NS,2023-12-31,2.26,376.4180603027344,166.55666385076745
HEG.NS,2024-03-31,1.71,363.7349853515625,212.71051774945175
HEG.NS,2024-06-30,1.19,426.7162780761719,358.5851076270352
HEG.NS,2024-09-30,4.26,494.1493835449219,115.99750787439481
HEG.NS,2024-12-31,4.32,508.3886413574219,117.68255586977358
HEG.NS,2025-03-31,-3.82,481.1357421875,
HEG.NS,2025-06-30,5.43,508.1893615722656,93.58920102619993
HEG.NS,2025-09-30,7.43,504.8999938964844,67.95423874784447
HEG.NS,2025-12-31,10.73,623.8499755859375,58.14072465852166
HEIDELBERG.NS,2022-12-31,0.25,168.85879516601562,675.4351806640625
HEIDELBERG.NS,2023-03-31,1.54,144.94839477539062,94.12233426973417
HEIDELBERG.NS,2023-06-30,2.31,154.85476684570312,67.03669560420049
HEIDELBERG.NS,2023-09-30,1.58,167.47300720214844,105.99557417857496
HEIDELBERG.NS,2023-12-31,1.39,217.65411376953125,156.585693359375
HEIDELBERG.NS,2024-03-31,2.13,183.7479705810547,86.26665285495525
HEIDELBERG.NS,2024-06-30,1.76,204.78379821777344,116.3544308055531
HEIDELBERG.NS,2024-09-30,0.49,215.0083770751953,438.7926062759088
HEIDELBERG.NS,2024-12-31,0.23,201.1837158203125,874.7118079144021
HEIDELBERG.NS,2025-03-31,2.23,191.4832000732422,85.86690586244045
HEIDELBERG.NS,2025-06-30,2.13,199.06353759765625,93.45705990500294
HEIDELBERG.NS,2025-09-30,1.1,200.7899932861328,182.536357532848
HEIDELBERG.NS,2025-12-31,0.69,174.75999450683594,253.27535435773325
HEMIPROP.NS,2022-12-31,-0.07,107.94999694824219,
HEMIPROP.NS,2023-03-31,-0.03,82.3499984741211,
HEMIPROP.NS,2023-06-30,-0.06,105.0999984741211,
HEMIPROP.NS,2023-09-30,-0.07,116.5,
HEMIPROP.NS,2023-12-31,-0.06,153.1999969482422,
HEMIPROP.NS,2024-03-31,-0.15,199.9499969482422,
HEMIPROP.NS,2024-06-30,-0.07,188.35000610351562,
HEMIPROP.NS,2024-09-30,-0.07,199.55999755859375,
HEMIPROP.NS,2024-12-31,-0.08,173.89999389648438,
HEMIPROP.NS,2025-03-31,-0.04,123.72000122070312,
HEMIPROP.NS,2025-06-30,-0.09,138.92999267578125,
HEMIPROP.NS,2025-09-30,-0.13,166.80999755859375,
HEMIPROP.NS,2025-12-31,-0.11,137.08999633789062,
HERANBA.NS,2022-12-31,3.16,494.716552734375,156.5558711184731
HERANBA.NS,2023-03-31,2.79,277.3028259277344,99.39169388090838
HERANBA.NS,2023-06-30,-1.4,380.5854797363281,
HERANBA.NS,2023-09-30,6.73,358.7370300292969,53.30416493748839
HERANBA.NS,2023-12-31,3.48,395.72943115234375,113.71535377940913
HERANBA.NS,2024-03-31,-0.08,282.0672302246094,
HERANBA.NS,2024-06-30,4.19,349.24029541015625,83.35090582581294
HERANBA.NS,2024-09-30,9.49,475.34210205078125,50.08873572716346
HERANBA.NS,2024-12-31,-2.55,408.3974304199219,
HERANBA.NS,2025-03-31,-10.37,212.60792541503906,
HERANBA.NS,2025-06-30,1.52,341.5524597167969,224.70556560315583
HERANBA.NS,2025-09-30,-0.36,293.20001220703125,
HERANBA.NS,2025-12-31,-5.81,247.3000030517578,
HERITGFOOD.NS,2022-12-31,1.48,178.3225860595703,120.488233824034
HERITGFOOD.NS,2023-03-31,1.93,141.31407165527344,73.21972624625568
HERITGFOOD.NS,2023-06-30,1.8,206.1136474609375,114.50758192274306
HERITGFOOD.NS,2023-09-30,2.41,228.8997344970703,94.97914294484245
HERITGFOOD.NS,2023-12-31,2.9,300.34735107421875,103.5680520945582
HERITGFOOD.NS,2024-03-31,4.36,334.56103515625,76.7341823752867
HERITGFOOD.NS,2024-06-30,6.3,555.6871948242188,88.20431663876488
HERITGFOOD.NS,2024-09-30,5.24,627.9556884765625,119.83887184667223
HERITGFOOD.NS,2024-12-31,4.64,482.0212707519531,103.88389455861059
HERITGFOOD.NS,2025-03-31,4.11,383.04052734375,93.19720859945255
HERITGFOOD.NS,2025-06-30,4.37,494.8539733886719,113.23889551228189
HERITGFOOD.NS,2025-09-30,5.5,482.6000061035156,87.74545565518466
HERITGFOOD.NS,2025-12-31,3.73,460.29998779296875,123.40482246460289
HEROMOTOCO.NS,2022-12-31,36.33,2416.9658203125,66.52809854975227
HEROMOTOCO.NS,2023-03-31,40.29,2125.5146484375,52.755389636075954
HEROMOTOCO.NS,2023-06-30,35.53,2635.08251953125,74.16500195697297
HEROMOTOCO.NS,2023-09-30,50.35,2799.473388671875,55.600265912053125
HEROMOTOCO.NS,2023-12-31,54.7,3790.517578125,69.29648223263254
HEROMOTOCO.NS,2024-03-31,46.77,4418.89013671875,94.48129434934252
HEROMOTOCO.NS,2024-06-30,52.31,5221.1083984375,99.8109041949436
HEROMOTOCO.NS,2024-09-30,53.19,5384.619140625,101.23367438663283
HEROMOTOCO.NS,2024-12-31,55.38,3921.8623046875,70.8173041655381
HEROMOTOCO.NS,2025-03-31,58.06,3597.376220703125,61.959631772358335
HEROMOTOCO.NS,2025-06-30,85.26,4094.184326171875,48.01998975101894
HEROMOTOCO.NS,2025-09-30,65.42,5367.87255859375,82.05246955967212
HEROMOTOCO.NS,2025-12-31,63.35,5660.66552734375,89.35541479627072
HESTERBIO.NS,2022-12-31,13.15,1772.9315185546875,134.8236896239306
HESTERBIO.NS,2023-03-31,5.33,1506.890380859375,282.7186455646107
HESTERBIO.NS,2023-06-30,6.9,1694.26220703125,245.54524739583331
HESTERBIO.NS,2023-09-30,4.81,1653.80859375,343.8271504677755
HESTERBIO.NS,2023-12-31,4.68,1449.36279296875,309.69290448050214
HESTERBIO.NS,2024-03-31,5.82,1386.2843017578125,238.1931789961877
HESTERBIO.NS,2024-06-30,7.45,2386.393310546875,320.32124973783556
HESTERBIO.NS,2024-09-30,9.64,2449.753662109375,254.1238238702671
HESTERBIO.NS,2024-12-31,13.71,2391.10693359375,174.40604913156454
HESTERBIO.NS,2025-03-31,1.52,1250.1640625,822.4763569078947
HESTERBIO.NS,2025-06-30,19.33,1848.4888916015625,95.62798197628364
HESTERBIO.NS,2025-09-30,16.99,1918.0999755859375,112.89581963425178
HESTERBIO.NS,2025-12-31,10.31,1599.699951171875,155.16003406128758
HEXATRADEX.NS,2022-12-31,-0.67,158.89999389648438,
HEXATRADEX.NS,2023-03-31,-1.02,146.85000610351562,
HEXATRADEX.NS,2023-06-30,11.37,143.85000610351562,12.6517155763866
HEXATRADEX.NS,2023-09-30,0.28,146.1999969482422,522.142846243722
HEXATRADEX.NS,2023-12-31,5.32,153.85000610351562,28.919174079608197
HEXATRADEX.NS,2024-03-31,-0.27,150.8000030517578,
HEXATRADEX.NS,2024-06-30,-0.34,199.64999389648438,
HEXATRADEX.NS,2024-09-30,-8.25,298.70001220703125,
HEXATRADEX.NS,2024-12-31,4.74,271.5,57.278481012658226
HEXATRADEX.NS,2025-03-31,-0.67,188.7100067138672,
HEXATRADEX.NS,2025-06-30,-0.03,186.52999877929688,
HEXATRADEX.NS,2025-09-30,-0.16,175.1999969482422,
HEXATRADEX.NS,2025-12-31,-0.79,163.0,
HEXT.NS,2019-12-31,5.62,,
HEXT.NS,2020-03-31,5.86,,
HEXT.NS,2020-06-30,5.1,,
HEXT.NS,2020-09-30,5.42,,
HEXT.NS,2023-12-31,6.42,,
HEXT.NS,2024-03-31,9.31,,
HEXT.NS,2024-06-30,4.53,,
HEXT.NS,2024-09-30,4.98,,
HEXT.NS,2024-12-31,5.25,,
HEXT.NS,2025-03-31,5.38,688.8163452148438,128.03277792097467
HEXT.NS,2025-06-30,6.24,843.744140625,135.2154071514423
HEXT.NS,2025-09-30,6.08,665.1348876953125,109.39718547620271
HEXT.NS,2025-12-31,4.78,765.5499877929688,160.15690121191815
HFCL.NS,2022-12-31,0.7,73.30431365966797,104.72044808523997
HFCL.NS,2023-03-31,0.52,60.622764587402344,116.58223959115836
HFCL.NS,2023-06-30,0.49,64.6012954711914,131.83937851263553
HFCL.NS,2023-09-30,0.49,76.9443130493164,157.02921030472737
HFCL.NS,2023-12-31,0.58,83.92565155029297,144.69939922464306
HFCL.NS,2024-03-31,0.76,91.55525970458984,120.46744697972348
HFCL.NS,2024-06-30,0.77,112.86827850341797,146.5821798745688
HFCL.NS,2024-09-30,0.51,148.1775360107422,290.54418825635724
HFCL.NS,2024-12-31,0.51,112.46873474121094,220.52693086511948
HFCL.NS,2025-03-31,-0.56,78.98674011230469,
HFCL.NS,2025-06-30,-0.22,86.41609191894531,
HFCL.NS,2025-09-30,0.47,72.87999725341797,155.0638239434425
HFCL.NS,2025-12-31,0.64,67.79000091552734,105.92187643051147
HGINFRA.NS,2022-12-31,20.08,617.260986328125,30.740088960563998
HGINFRA.NS,2023-03-31,26.23,779.3678588867188,29.712842504259196
HGINFRA.NS,2023-06-30,23.08,851.7584228515625,36.90461104209543
HGINFRA.NS,2023-09-30,14.75,939.5595092773438,63.698949781514834
HGINFRA.NS,2023-12-31,15.66,845.0402221679688,53.96170001072597
HGINFRA.NS,2024-03-31,29.16,906.2086181640625,31.07711310576346
HGINFRA.NS,2024-06-30,24.95,1758.1282958984375,70.46606396386524
HGINFRA.NS,2024-09-30,12.39,1545.5386962890625,124.74081487401634
HGINFRA.NS,2024-12-31,17.67,1514.2017822265625,85.69336628333686
HGINFRA.NS,2025-03-31,22.55,1054.6768798828125,46.77059334291851
HGINFRA.NS,2025-06-30,15.16,1075.834228515625,70.9653185036692
HGINFRA.NS,2025-09-30,8.01,929.7999877929688,116.07989860087001
HGINFRA.NS,2025-12-31,14.47,753.9000244140625,52.10090009772374
HGM.NS,2022-12-31,0.39,,
HGM.NS,2023-03-31,0.67,,
HGM.NS,2023-06-30,0.41,,
HGM.NS,2023-09-30,0.58,,
HGM.NS,2023-12-31,0.5,,
HGM.NS,2024-03-31,0.64,,
HGM.NS,2024-06-30,0.62,,
HGM.NS,2024-09-30,0.64,,
HGM.NS,2024-12-31,1.05,,
HGM.NS,2025-03-31,1.05,,
HGM.NS,2025-06-30,1.37,,
HGM.NS,2025-09-30,0.4,75.0,187.5
HGM.NS,2025-12-31,-2.48,67.83000183105469,
HGS.NS,2022-12-31,9.68,1314.135009765625,135.75774894272985
HGS.NS,2023-03-31,4.82,1019.1410522460938,211.44005233321445
HGS.NS,2023-06-30,3.2,1068.5294189453125,333.91544342041016
HGS.NS,2023-09-30,3.81,996.1522827148438,261.4572920511401
HGS.NS,2023-12-31,2.18,981.8648071289062,450.39670051784685
HGS.NS,2024-03-31,19.45,732.8267822265625,37.67746952321658
HGS.NS,2024-06-30,35.59,832.7396850585938,23.398136697347393
HGS.NS,2024-09-30,-9.74,812.75,
HGS.NS,2024-12-31,-0.57,694.7999877929688,
HGS.NS,2025-03-31,0.82,465.54998779296875,567.7438875524009
HGS.NS,2025-06-30,3.75,557.75,148.73333333333332
HGS.NS,2025-09-30,-4.2,490.1499938964844,
HGS.NS,2025-12-31,9.15,445.3500061035156,48.67213181459187
HIKAL.NS,2022-12-31,2.14,404.6669921875,189.09672532126166
HIKAL.NS,2023-03-31,2.92,278.4250793457031,95.35105457044628
HIKAL.NS,2023-06-30,0.56,309.8609924316406,553.3232007707868
HIKAL.NS,2023-09-30,1.02,292.5923767089844,286.855271283318
HIKAL.NS,2023-12-31,1.31,301.0611267089844,229.81765397632395
HIKAL.NS,2024-03-31,2.75,263.0748596191406,95.66358531605114
HIKAL.NS,2024-06-30,0.41,331.3621520996094,808.2003709746571
HIKAL.NS,2024-09-30,1.48,370.1507568359375,250.1018627269848
HIKAL.NS,2024-12-31,1.39,388.2978210449219,279.35095039203014
HIKAL.NS,2025-03-31,4.07,397.8237609863281,97.74539581973663
HIKAL.NS,2025-06-30,-1.82,357.4388427734375,
HIKAL.NS,2025-09-30,-2.83,251.35997009277344,
HIKAL.NS,2025-12-31,-0.48,226.6136016845703,
HILINFRA.NS,2024-06-30,3.25,,
HILINFRA.NS,2024-09-30,0.24,,
HILINFRA.NS,2024-12-31,0.57,,
HILINFRA.NS,2025-03-31,2.06,,
HILINFRA.NS,2025-06-30,1.25,,
HILINFRA.NS,2025-09-30,1.34,79.5999984741211,59.40298393591126
HILINFRA.NS,2025-12-31,0.89,58.349998474121094,65.5617960383383
HILTON.NS,2022-12-31,0.27,63.75,236.1111111111111
HILTON.NS,2023-03-31,0.54,99.9000015258789,185.00000282570167
HILTON.NS,2023-06-30,0.37,166.39999389648438,449.72971323374156
HILTON.NS,2023-09-30,0.51,165.39999389648438,324.31371352251836
HILTON.NS,2023-12-31,0.46,113.55000305175781,246.84783272121263
HILTON.NS,2024-03-31,0.12,102.0,850.0
HILTON.NS,2024-06-30,0.12,95.05000305175781,792.0833587646484
HILTON.NS,2024-09-30,0.12,84.19000244140625,701.5833536783855
HILTON.NS,2024-12-31,0.09,99.36000061035156,1104.000006781684
HILTON.NS,2025-03-31,0.88,71.16000366210938,80.8636405251243
HILTON.NS,2025-06-30,0.03,65.5199966430664,2183.999888102214
HILTON.NS,2025-09-30,0.34,44.779998779296875,131.70587876263787
HILTON.NS,2025-12-31,0.28,34.970001220703125,124.89286150251115
HIMATSEIDE.NS,2022-12-31,0.22,82.71113586425781,375.9597084738991
HIMATSEIDE.NS,2023-03-31,2.27,68.85951232910156,30.33458692911963
HIMATSEIDE.NS,2023-06-30,2.96,114.54993438720703,38.699302157840215
HIMATSEIDE.NS,2023-09-30,2.92,136.47337341308594,46.73745664831711
HIMATSEIDE.NS,2023-12-31,3.16,167.1661834716797,52.90069097205053
HIMATSEIDE.NS,2024-03-31,2.41,121.77470397949219,50.5289228130673
HIMATSEIDE.NS,2024-06-30,2.09,138.23721313476562,66.14220724151465
HIMATSEIDE.NS,2024-09-30,2.2,147.42874145507812,67.01306429776278
HIMATSEIDE.NS,2024-12-31,1.74,188.1909637451172,108.15572629029724
HIMATSEIDE.NS,2025-03-31,0.95,140.62171936035156,148.0228624845806
HIMATSEIDE.NS,2025-06-30,0.87,154.28565979003906,177.33983883912535
HIMATSEIDE.NS,2025-09-30,3.34,119.56999969482422,35.7994011062348
HIMATSEIDE.NS,2025-12-31,0.61,113.91999816894531,186.75409535892675
HINDALCO.NS,2022-12-31,6.06,464.194580078125,76.59976568945957
HINDALCO.NS,2023-03-31,10.73,397.5098571777344,37.04658501190441
HINDALCO.NS,2023-06-30,10.92,412.8080749511719,37.80293726659083
HINDALCO.NS,2023-09-30,9.77,486.2758483886719,49.77234886270951
HINDALCO.NS,2023-12-31,10.37,606.8947143554688,58.52408045857944
HINDALCO.NS,2024-03-31,14.12,553.001220703125,39.164392401071176
HINDALCO.NS,2024-06-30,13.68,684.5764770507812,50.04214013529103
HINDALCO.NS,2024-09-30,17.39,750.6947631835938,43.16818649704392
HINDALCO.NS,2024-12-31,16.62,598.0640869140625,35.98460210072578
HINDALCO.NS,2025-03-31,23.51,677.481689453125,28.816745616891748
HINDALCO.NS,2025-06-30,17.82,687.8059692382812,38.59741690450512
HINDALCO.NS,2025-09-30,21.1,761.9500122070312,36.11137498611522
HINDALCO.NS,2025-12-31,9.12,886.7000122070312,97.22587853147273
HINDCOMPOS.NS,2022-12-31,3.68,300.6434326171875,81.69658495032269
HINDCOMPOS.NS,2023-03-31,6.43,244.74195861816406,38.06251300438011
HINDCOMPOS.NS,2023-06-30,6.8,351.80419921875,51.73591164981618
HINDCOMPOS.NS,2023-09-30,6.73,417.1549377441406,61.98438896643991
HINDCOMPOS.NS,2023-12-31,4.37,448.7628479003906,102.69172720832738
HINDCOMPOS.NS,2024-03-31,5.4,386.24169921875,71.52624059606481
HINDCOMPOS.NS,2024-06-30,5.87,513.1694946289062,87.42240112928556
HINDCOMPOS.NS,2024-09-30,6.29,555.9371337890625,88.38428200144078
HINDCOMPOS.NS,2024-12-31,7.43,548.9655151367188,73.88499530776834
HINDCOMPOS.NS,2025-03-31,4.11,429.1033935546875,104.40471862644463
HINDCOMPOS.NS,2025-06-30,5.05,496.13055419921875,98.2436740988552
HINDCOMPOS.NS,2025-09-30,3.58,454.1499938964844,126.8575401945487
HINDCOMPOS.NS,2025-12-31,4.52,431.3999938964844,95.44247652577089
HINDCON.NS,2022-12-31,0.27,18.011558532714844,66.70947604709201
HINDCON.NS,2023-03-31,0.26,15.743950843811035,60.5536570915809
HINDCON.NS,2023-06-30,0.49,18.64807891845703,38.057303915218434
HINDCON.NS,2023-09-30,0.17,26.03812026977539,153.16541335161995
HINDCON.NS,2023-12-31,0.2,57.83477020263672,289.1738510131836
HINDCON.NS,2024-03-31,0.35,51.94649887084961,148.41856820242745
HINDCON.NS,2024-06-30,0.25,50.68900680541992,202.7560272216797
HINDCON.NS,2024-09-30,0.11,49.02000045776367,445.63636779785156
HINDCON.NS,2024-12-31,0.27,44.63999938964844,165.33333107277198
HINDCON.NS,2025-03-31,0.11,32.099998474121094,291.8181679465554
HINDCON.NS,2025-06-30,0.26,35.4900016784668,136.5000064556415
HINDCON.NS,2025-09-30,0.14,31.3700008392334,224.0714345659528
HINDCON.NS,2025-12-31,0.06,27.1200008392334,452.0000139872233
HINDCOPPER.NS,2022-12-31,0.83,107.90299987792969,130.00361431075868
HINDCOPPER.NS,2023-03-31,1.37,96.82718658447266,70.67677852881215
HINDCOPPER.NS,2023-06-30,0.49,114.25313568115234,233.16966465541296
HINDCOPPER.NS,2023-09-30,0.63,160.84478759765625,255.30918666294642
HINDCOPPER.NS,2023-12-31,0.65,271.0294189453125,416.9683368389423
HINDCOPPER.NS,2024-03-31,1.29,275.3872985839844,213.4785260340964
HINDCOPPER.NS,2024-06-30,1.17,315.64801025390625,269.7846241486378
HINDCOPPER.NS,2024-09-30,1.05,341.5879821777344,325.32188778831846
HINDCOPPER.NS,2024-12-31,0.65,246.28305053710938,378.8970008263221
HINDCOPPER.NS,2025-03-31,1.94,219.30564880371094,113.04414886789223
HINDCOPPER.NS,2025-06-30,1.39,277.42230224609375,199.58439010510344
HINDCOPPER.NS,2025-09-30,1.9,328.91265869140625,173.11192562705594
HINDCOPPER.NS,2025-12-31,1.62,517.4703369140625,319.4261338975694
HINDOILEXP.NS,2022-12-31,2.82,137.35000610351562,48.70567592323249
HINDOILEXP.NS,2023-03-31,8.06,120.19999694824219,14.913150986134266
HINDOILEXP.NS,2023-06-30,5.0,206.10000610351562,41.220001220703125
HINDOILEXP.NS,2023-09-30,3.27,172.6999969482422,52.81345472423308
HINDOILEXP.NS,2023-12-31,3.52,182.14999389648438,51.74715735695579
HINDOILEXP.NS,2024-03-31,5.34,177.6999969482422,33.27715298656221
HINDOILEXP.NS,2024-06-30,3.17,195.97000122070312,61.8201896595278
HINDOILEXP.NS,2024-09-30,0.82,231.10000610351562,281.82927573599466
HINDOILEXP.NS,2024-12-31,3.28,183.16000366210938,55.84146453113091
HINDOILEXP.NS,2025-03-31,3.87,171.05999755859375,44.20154975674257
HINDOILEXP.NS,2025-06-30,3.32,169.5399932861328,51.06626303799182
HINDOILEXP.NS,2025-09-30,0.21,170.3000030517578,810.9523954845611
HINDOILEXP.NS,2025-12-31,0.63,156.0399932861328,247.68252902560764
HINDPETRO.NS,2022-12-31,2.09,142.80079650878906,68.3257399563584
HINDPETRO.NS,2023-03-31,16.96,143.8028106689453,8.478939308310455
HINDPETRO.NS,2023-06-30,31.8,166.30233764648438,5.229633259323408
HINDPETRO.NS,2023-09-30,27.38,154.82484436035156,5.654669260787128
HINDPETRO.NS,2023-12-31,3.35,242.24212646484375,72.31108252681902
HINDPETRO.NS,2024-03-31,12.73,297.16998291015625,23.344067785558227
HINDPETRO.NS,2024-06-30,2.98,311.2271728515625,104.43864860790688
HINDPETRO.NS,2024-09-30,0.67,424.8706970214844,634.1353686887826
HINDPETRO.NS,2024-12-31,11.95,394.2024841308594,32.98765557580413
HINDPETRO.NS,2025-03-31,16.05,347.5250244140625,21.65264949620327
HINDPETRO.NS,2025-06-30,19.32,422.45965576171875,21.86644180961277
HINDPETRO.NS,2025-09-30,18.14,438.82745361328125,24.191149592793895
HINDPETRO.NS,2025-12-31,18.85,499.04998779296875,26.47480041342009
HINDUNILVR.NS,2022-12-31,10.53,2424.003173828125,230.19973160760924
HINDUNILVR.NS,2023-03-31,11.07,2423.340087890625,218.91057704522356
HINDUNILVR.NS,2023-06-30,10.87,2555.53955078125,235.1002346624885
HINDUNILVR.NS,2023-09-30,11.3,2352.720458984375,208.20535035259954
HINDUNILVR.NS,2023-12-31,10.68,2560.633056640625,239.75964949818587
HINDUNILVR.NS,2024-03-31,10.89,2176.531005859375,199.86510613952018
HINDUNILVR.NS,2024-06-30,11.11,2400.29638671875,216.04827963265078
HINDUNILVR.NS,2024-09-30,11.03,2871.271240234375,260.3147089967702
HINDUNILVR.NS,2024-12-31,12.7,2284.67529296875,179.89569235974412
HINDUNILVR.NS,2025-03-31,10.49,2217.90771484375,211.4306687172307
HINDUNILVR.NS,2025-06-30,11.73,2276.702880859375,194.09231720881286
HINDUNILVR.NS,2025-09-30,11.43,2494.788330078125,218.26669554489283
HINDUNILVR.NS,2025-12-31,28.12,2315.89990234375,82.35774901649182
HINDWAREAP.NS,2022-12-31,0.93,443.1871032714844,476.5452723349294
HINDWAREAP.NS,2023-03-31,2.72,354.69940185546875,130.4041918586282
HINDWAREAP.NS,2023-06-30,0.03,543.802490234375,18126.749674479168
HINDWAREAP.NS,2023-09-30,2.29,550.5964965820312,240.43515134586517
HINDWAREAP.NS,2023-12-31,0.54,508.3888854980469,941.4608990704571
HINDWAREAP.NS,2024-03-31,0.26,376.3216857910156,1447.3910991962139
HINDWAREAP.NS,2024-06-30,-0.48,441.6559753417969,
HINDWAREAP.NS,2024-09-30,-1.86,323.8500061035156,
HINDWAREAP.NS,2024-12-31,-2.12,271.3999938964844,
HINDWAREAP.NS,2025-03-31,-3.7,209.49000549316406,
HINDWAREAP.NS,2025-06-30,-3.48,292.1499938964844,
HINDWAREAP.NS,2025-09-30,0.59,330.20001220703125,559.6610376390361
HINDWAREAP.NS,2025-12-31,0.42,266.8500061035156,635.357157389323
HINDZINC.NS,2022-12-31,5.1,254.406494140625,49.883626302083336
HINDZINC.NS,2023-03-31,6.11,261.7301940917969,42.8363656451386
HINDZINC.NS,2023-06-30,4.65,274.2211608886719,58.97229266423051
HINDZINC.NS,2023-09-30,4.09,281.33612060546875,68.78633755634932
HINDZINC.NS,2023-12-31,4.8,295.3484802246094,61.53093338012695
HINDZINC.NS,2024-03-31,4.82,271.4364318847656,56.31461242422523
HINDZINC.NS,2024-06-30,5.55,633.1607666015625,114.08302100929055
HINDZINC.NS,2024-09-30,5.51,512.3138427734375,92.97891883365472
HINDZINC.NS,2024-12-31,6.34,435.34417724609375,68.66627401357945
HINDZINC.NS,2025-03-31,7.11,452.8952331542969,63.69834502873373
HINDZINC.NS,2025-06-30,5.29,450.8500061035156,85.2268442539727
HINDZINC.NS,2025-09-30,6.27,482.45001220703125,76.94577547161583
HINDZINC.NS,2025-12-31,9.27,612.4500122070312,66.0679624818804
HIRECT.NS,2023-12-31,0.44,269.14703369140625,611.6978038441051
HIRECT.NS,2024-03-31,1.49,300.92132568359375,201.96062126415688
HIRECT.NS,2024-06-30,2.02,335.41204833984375,166.04556848507116
HIRECT.NS,2024-09-30,2.97,445.1814270019531,149.89273636429397
HIRECT.NS,2024-12-31,2.92,690.512939453125,236.4770340592894
HIRECT.NS,2025-03-31,2.91,473.4888916015625,162.71095931325172
HIRECT.NS,2025-06-30,3.72,639.5894165039062,171.93263884513607
HIRECT.NS,2025-09-30,4.28,814.0,190.18691588785046
HIRECT.NS,2025-12-31,3.69,755.4000244140625,204.71545377074864
HISARMETAL.NS,2022-12-31,4.46,129.07460021972656,28.940493322808646
HISARMETAL.NS,2023-03-31,1.93,123.56532287597656,64.02348335542827
HISARMETAL.NS,2023-06-30,3.3,134.9774169921875,40.902247573390156
HISARMETAL.NS,2023-09-30,3.89,161.182373046875,41.435057338528274
HISARMETAL.NS,2023-12-31,2.83,201.79954528808594,71.30725981911164
HISARMETAL.NS,2024-03-31,1.96,171.91798400878906,87.71325714734137
HISARMETAL.NS,2024-06-30,1.59,193.15171813964844,121.4790680123575
HISARMETAL.NS,2024-09-30,2.07,195.4838409423828,94.43663813641683
HISARMETAL.NS,2024-12-31,1.52,211.10105895996094,138.88227563155326
HISARMETAL.NS,2025-03-31,0.7,205.580322265625,293.6861746651786
HISARMETAL.NS,2025-06-30,0.78,194.31005859375,249.1154597355769
HISARMETAL.NS,2025-09-30,1.57,186.14999389648438,118.56687509330214
HISARMETAL.NS,2025-12-31,2.5,161.57000732421875,64.6280029296875
HITECH.NS,2022-12-31,1.06,81.96387481689453,77.32441020461748
HITECH.NS,2023-03-31,1.24,79.80022430419922,64.35501960016066
HITECH.NS,2023-06-30,0.61,72.00509643554688,118.04114169761783
HITECH.NS,2023-09-30,0.8,82.27220153808594,102.84025192260742
HITECH.NS,2023-12-31,1.05,114.96114349365234,109.48680332728794
HITECH.NS,2024-03-31,0.74,139.70277404785156,188.78753249709672
HITECH.NS,2024-06-30,1.14,129.4762420654297,113.57565093458746
HITECH.NS,2024-09-30,1.03,193.69949340820312,188.05776059048847
HITECH.NS,2024-12-31,0.94,159.61660766601562,169.80490177235706
HITECH.NS,2025-03-31,0.87,102.47856903076172,117.79145865604795
HITECH.NS,2025-06-30,1.03,101.48877716064453,98.53279335984905
HITECH.NS,2025-09-30,1.0,114.0,114.0
HITECH.NS,2025-12-31,0.86,92.06999969482422,107.05813918002816
HITECHCORP.NS,2014-06-30,1.53,67.99089813232422,44.43849551132302
HITECHCORP.NS,2014-09-30,1.63,94.32723999023438,57.86947238664686
HITECHCORP.NS,2014-12-31,1.54,103.61775970458984,67.28425954843496
HITECHCORP.NS,2015-03-31,0.11,94.516845703125,859.2440518465909
HITECHCORP.NS,2015-06-30,2.11,80.58106231689453,38.19007692743817
HITECHCORP.NS,2015-09-30,3.24,99.39910888671875,30.67873731071566
HITECHCORP.NS,2024-06-30,2.26,217.3927001953125,96.19146026341262
